Title,Postcode,Size,Price,URL
Nicht zögern - Reduzierter Preis! Perfekte 3-Zimmer Wohnung mit Loggia! Südwest-Ausrichtung mit viel Grün! Garagenplatz inbegriffen + Ideale Aufteilung + Fairer Preis + Tolle Infrastruktur!,1160,72 m²,€ 399.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/nicht-zoegern-reduzierter-preis-perfekte-3-zimmer-wohnung-mit-loggia-suedwest-ausrichtung-mit-viel-gruen-garagenplatz-inbegriffen-ideale-aufteilung-fairer-preis-tolle-infrastruktur-773406479/
STILVOLL WOHNEN: Charmante Erstbezugs-Altbauwohnung mit Top-Ausstattung - Kauf in 1160 Wien,1160,51 m²,€ 259.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/stilvoll-wohnen-charmante-erstbezugs-altbauwohnung-mit-top-ausstattung-kauf-in-1160-wien-1099053867/
Start ins Eigentum!!! Zeitloser Charme in hochwertig sanierten Erstbezugswohnungen - Kauf in 1160 Wien,1160,55 m²,€ 280.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/start-ins-eigentum-zeitloser-charme-in-hochwertig-sanierten-erstbezugswohnungen-kauf-in-1160-wien-2074313372/
Top 4-Zimmer-Wohnung mit ca 27m2 Süd-Terrassen,1220,94 m²,€ 499.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/top-4-zimmer-wohnung-mit-ca-27m2-sued-terrassen-1290477866/
Der Traum vom Leben +++ DachTerrassenResidenz in Ruhelage,1230,134 m²,€ 839.800,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1230-liesing/der-traum-vom-leben-dachterrassenresidenz-in-ruhelage-1833530783/
Erstbezug nach Sanierung - Zentral begehbare Altbauwohnung beim Alois-Drasche-Park,1040,99 m²,€ 699.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1040-wieden/erstbezug-nach-sanierung-zentral-begehbare-altbauwohnung-beim-alois-drasche-park-811897163/
PURE LIVING - unverbaubarer 2 Zimmer Parkblick (Top 161),1020,57 m²,€ 521.200,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/pure-living-unverbaubarer-2-zimmer-parkblick-top-161-1380808289/
Kann Wohnen Sünde sein? Urbaner Traumausblick zum Kahlenberg (Top 184),1020,135 m²,€ 1.346.700,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/kann-wohnen-suende-sein-urbaner-traumausblick-zum-kahlenberg-top-184-1960254792/
"LIVING @ Nordbahnviertel! Neu, modern & traumhaft schöne Sonnenuntergänge genießen! (Top 186)",1020,109 m²,€ 1.111.100,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/living-nordbahnviertel-neu-modern-traumhaft-schoene-sonnenuntergaenge-geniessen-top-186-2041068806/
"On the top am Nordbahnviertel - urban, modern, traumhaft! (Top 192)",1020,117 m²,€ 1.244.600,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/on-the-top-am-nordbahnviertel-urban-modern-traumhaft-top-192-1924486442/
Familienwohntraum mit Panoramablick mitten in Wien - Nordbahnviertel (Top 191),1020,135 m²,€ 1.373.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/familienwohntraum-mit-panoramablick-mitten-in-wien-nordbahnviertel-top-191-1235759249/
JETZT wird's leywand. Das Wohnhochhaus am Nordbahnviertel - Rooftop mit Kaminanschluss (Top 195),1020,130 m²,€ 1.329.900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/jetzt-wirds-leywand-das-wohnhochhaus-am-nordbahnviertel-rooftop-mit-kaminanschluss-top-195-1452901957/
Altes AKH/Fitness/Wellness/Garage,1090,79 m²,€ 750.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/altes-akh-fitness-wellness-garage-866833469/
"Modernes Wohnglück: Helle 3,5-Zimmer-Wohnung in ruhiger Lage mit bester Anbindung",1050,75 m²,€ 379.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/modernes-wohnglueck-helle-3-5-zimmer-wohnung-in-ruhiger-lage-mit-bester-anbindung-1091809970/
Moderne Stadtwohnung mit U-Bahn-Anbindung - ideales Zuhause für junge Familien in 1160 Wien!,1160,82 m²,€ 375.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/moderne-stadtwohnung-mit-u-bahn-anbindung-ideales-zuhause-fuer-junge-familien-in-1160-wien-1686227483/
Erstbezug nach Sanierung! Charmante sonnige 3-Zimmer Altbauwohnung ++ Nähe Hütteldorferstraße ++ beste Anbindung!,1150,59 m²,€ 275.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1150-rudolfsheim-fuenfhaus/erstbezug-nach-sanierung-charmante-sonnige-3-zimmer-altbauwohnung-naehe-huetteldorferstrasse-beste-anbindung-1793800453/
Erstbezugs-Penthaus nahe UNO-City,1220,139 m²,€ 1.130.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/erstbezugs-penthaus-nahe-uno-city-1399528977/
Im Grünen mit Badeteich,1230,99 m²,€ 499.900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1230-liesing/im-gruenen-mit-badeteich-2036968926/
Exklusive Neubauwohnung mit Balkon und Parkplatz in Ruhelage - Sofort verfügbar!,1070,85 m²,€ 720.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1070-neubau/exklusive-neubauwohnung-mit-balkon-und-parkplatz-in-ruhelage-sofort-verfuegbar-1706428530/
#SQ - PROVISIONSFREI! ANLEGER AUFGEPASST! - UNBEFRISTET VERMIETETE ALTBAUWOHNUNG IN SIMMERINGER TOPLAGE,1110,43 m²,€ 149.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1110-simmering/-sq-provisionsfrei-anleger-aufgepasst-unbefristet-vermietete-altbauwohnung-in-simmeringer-toplage-1836912234/
MAJA - HIER WIRD WOHNEN NEU DEFINIERT - NACHHALTIGE EIGENTUMSWOHNUNGEN ZU FAIREN PREISEN,1100,45 m²,€ 272.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/maja-hier-wird-wohnen-neu-definiert-nachhaltige-eigentumswohnungen-zu-fairen-preisen-1528610697/
FLORALIVING - Ihr Gartenparadies mitten in der Stadt I Wohnoase Blumengärten Hirschstetten,1220,60 m²,€ 381.008,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/floraliving-ihr-gartenparadies-mitten-in-der-stadt-i-wohnoase-blumengaerten-hirschstetten-1693523788/
FLORALIVING - Wohnoase mit wunderschönem Garten bei den Blumengärten Hirschstetten,1220,43 m²,€ 256.416,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/floraliving-wohnoase-mit-wunderschoenem-garten-bei-den-blumengaerten-hirschstetten-1563455634/
FLORALIVING - SMARTE Dachgeschoßwohnung mit großzügigem Balkon I Ihre Wohnoase bei den Blumengärten Hirschstetten,1220,44 m²,€ 251.093,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/floraliving-smarte-dachgeschosswohnung-mit-grosszuegigem-balkon-i-ihre-wohnoase-bei-den-blumengaerten-hirschstetten-1714058731/
FLORALIVING - Lichtdurchflutete Dachgeschoßwohnung mit traumhafter Terrasse I Ihre Wohnoase bei den Blumengärten Hirschstetten,1220,80 m²,€ 527.650,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/floraliving-lichtdurchflutete-dachgeschosswohnung-mit-traumhafter-terrasse-i-ihre-wohnoase-bei-den-blumengaerten-hirschstetten-2121134422/
FLORALIVING - 4-Zimmer-Familienwohnung mit wunderschöner Terrasse - WOHNOASE Blumengärten Hirschstetten,1220,95 m²,€ 625.317,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/floraliving-4-zimmer-familienwohnung-mit-wunderschoener-terrasse-wohnoase-blumengaerten-hirschstetten-1358316813/
Neuer Preis! Perfekte Kleinwohnung - 2 Zimmer! Entzückende Altbauwohnung + Frisch saniert + Traumhaftes Altbauhaus + Ruhige Seitengasse + Fairer Preis + TOP Anbindung! Jetzt zugreifen!,1050,42 m²,€ 232.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/neuer-preis-perfekte-kleinwohnung-2-zimmer-entzueckende-altbauwohnung-frisch-saniert-traumhaftes-altbauhaus-ruhige-seitengasse-fairer-preis-top-anbindung-jetzt-zugreifen-854694184/
Reduziert! Perfekte 2-Zimmer Wohnung! Entzückende Altbauwohnung + Frisch saniert + Traumhaftes Altbauhaus + Ruhige Seitengasse + Fairer Preis + TOP Anbindung! Jetzt zugreifen!,1050,43 m²,€ 238.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/reduziert-perfekte-2-zimmer-wohnung-entzueckende-altbauwohnung-frisch-saniert-traumhaftes-altbauhaus-ruhige-seitengasse-fairer-preis-top-anbindung-jetzt-zugreifen-825887703/
Geräumige 4-Zimmer-Wohnung mit Grünfläche und gediegener Ausstattung in ruhiger Lage,1210,93 m²,€ 379.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/geraeumige-4-zimmer-wohnung-mit-gruenflaeche-und-gediegener-ausstattung-in-ruhiger-lage-1524239470/
Stylischer Wohntraum im Dachgeschoss! Frisch saniert + Ruhelage + Traumhaftes Altbauhaus + Hofseitige Terrasse + U-Bahn ums Eck + Beste Infrastruktur und Anbindung!,1030,134 m²,€ 1.100.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/stylischer-wohntraum-im-dachgeschoss-frisch-saniert-ruhelage-traumhaftes-altbauhaus-hofseitige-terrasse-u-bahn-ums-eck-beste-infrastruktur-und-anbindung-1292296878/
!! PROVISIONSFREI !! RAUM FÜR KREATIVITÄT - Sanierungsbedürftige 1-Zimmer Wohnung Nähe U3!,1110,34 m²,€ 119.500,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1110-simmering/-provisionsfrei-raum-fuer-kreativitaet-sanierungsbeduerftige-1-zimmer-wohnung-naehe-u3-890999671/
SANIERUNGSHIT! Gemütliche Wohnung mit sehr guter Anbindung (Balkonanbau möglich) !! PROVISIONSFREI !!,1110,60 m²,€ 205.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1110-simmering/sanierungshit-gemuetliche-wohnung-mit-sehr-guter-anbindung-balkonanbau-moeglich-provisionsfrei-1397494288/
Gemütliche Altbau-Garconniere in gefragter Lage nahe S45 Krottenbachstraße,1190,30 m²,€ 159.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/gemuetliche-altbau-garconniere-in-gefragter-lage-nahe-s45-krottenbachstrasse-1260398557/
*** WOHNUNGSPAKET *** TOP ZUSTAND NACH GENERALSANIERUNG *** HOCHWERTIGE AUSSTATTUNG ***,1160,,€ 550.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/-wohnungspaket-top-zustand-nach-generalsanierung-hochwertige-ausstattung-1091404787/
*** TOP ZUSTAND NACH GENERALSANIERUNG *** HOCHWERTIGE AUSSTATTUNG ***,1160,25 m²,€ 187.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/-top-zustand-nach-generalsanierung-hochwertige-ausstattung-1510129509/
*** TOP ZUSTAND NACH GENERALSANIERUNG *** HOCHWERTIGE AUSSTATTUNG ***,1160,25 m²,€ 187.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/-top-zustand-nach-generalsanierung-hochwertige-ausstattung-1045005195/
Anlagewohnung - Großzügige Terrassenwohnung mit optional erwerbbaren Tiefgaragenplätzen - Wien 1140 Hadersdorf,1140,96 m²,€ 545.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/anlagewohnung-grosszuegige-terrassenwohnung-mit-optional-erwerbbaren-tiefgaragenplaetzen-wien-1140-hadersdorf-1628608301/
Luxuriöses Loft mit Heimkino & Sauna,1140,323 m²,€ 2.740.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/luxurioeses-loft-mit-heimkino-sauna-952552729/
Helle Wohnung mit Balkon und Grünblick in Ober-Sankt-Veit -1130 Wien,1130,83 m²,€ 430.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/helle-wohnung-mit-balkon-und-gruenblick-in-ober-sankt-veit-1130-wien-811301593/
ZENTRALE LAGE MIT CHARMANTEM WOHNKOMFORT,1100,,€ 249.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/zentrale-lage-mit-charmantem-wohnkomfort-771298587/
VINTAGE-LIEGENSCHAFT MIT POTENZIAL,1020,88 m²,€ 475.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/vintage-liegenschaft-mit-potenzial-771298679/
GUT ANGEBUNDEN MIT VIELEN BENEFITS!,1030,50 m²,€ 329.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/gut-angebunden-mit-vielen-benefits-771298712/
HELL & SEHR ZENTRAL,1060,48 m²,€ 248.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1060-mariahilf/hell-sehr-zentral-771298759/
TOP ZUSTAND MIT KOMPLETTAUSTATTUNG,1100,37 m²,€ 179.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/top-zustand-mit-komplettaustattung-771299000/
PREISHIT! SANIERT MIT TOP INFRASTRUKTUR NÄHE U1,1100,47 m²,€ 165.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/preishit-saniert-mit-top-infrastruktur-naehe-u1-771299025/
BASTLERHIT SUCHT HANDWERKER,1120,64 m²,€ 189.500,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1120-meidling/bastlerhit-sucht-handwerker-771298619/
Stylischer Wohntraum im Dachgeschoss! Frisch saniert + Ruhelage + Traumhaftes Altbauhaus + Hofseitige Terrasse + U-Bahn ums Eck + Beste Infrastruktur und Anbindung!,1030,134 m²,€ 1.100.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/stylischer-wohntraum-im-dachgeschoss-frisch-saniert-ruhelage-traumhaftes-altbauhaus-hofseitige-terrasse-u-bahn-ums-eck-beste-infrastruktur-und-anbindung-1292296878/
!! PROVISIONSFREI !! RAUM FÜR KREATIVITÄT - Sanierungsbedürftige 1-Zimmer Wohnung Nähe U3!,1110,34 m²,€ 119.500,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1110-simmering/-provisionsfrei-raum-fuer-kreativitaet-sanierungsbeduerftige-1-zimmer-wohnung-naehe-u3-890999671/
SANIERUNGSHIT! Gemütliche Wohnung mit sehr guter Anbindung (Balkonanbau möglich) !! PROVISIONSFREI !!,1110,60 m²,€ 205.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1110-simmering/sanierungshit-gemuetliche-wohnung-mit-sehr-guter-anbindung-balkonanbau-moeglich-provisionsfrei-1397494288/
Gemütliche Altbau-Garconniere in gefragter Lage nahe S45 Krottenbachstraße,1190,30 m²,€ 159.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/gemuetliche-altbau-garconniere-in-gefragter-lage-nahe-s45-krottenbachstrasse-1260398557/
*** WOHNUNGSPAKET *** TOP ZUSTAND NACH GENERALSANIERUNG *** HOCHWERTIGE AUSSTATTUNG ***,1160,,€ 550.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/-wohnungspaket-top-zustand-nach-generalsanierung-hochwertige-ausstattung-1091404787/
*** TOP ZUSTAND NACH GENERALSANIERUNG *** HOCHWERTIGE AUSSTATTUNG ***,1160,25 m²,€ 187.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/-top-zustand-nach-generalsanierung-hochwertige-ausstattung-1510129509/
*** TOP ZUSTAND NACH GENERALSANIERUNG *** HOCHWERTIGE AUSSTATTUNG ***,1160,25 m²,€ 187.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/-top-zustand-nach-generalsanierung-hochwertige-ausstattung-1045005195/
Anlagewohnung - Großzügige Terrassenwohnung mit optional erwerbbaren Tiefgaragenplätzen - Wien 1140 Hadersdorf,1140,96 m²,€ 545.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/anlagewohnung-grosszuegige-terrassenwohnung-mit-optional-erwerbbaren-tiefgaragenplaetzen-wien-1140-hadersdorf-1628608301/
Luxuriöses Loft mit Heimkino & Sauna,1140,323 m²,€ 2.740.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/luxurioeses-loft-mit-heimkino-sauna-952552729/
Helle Wohnung mit Balkon und Grünblick in Ober-Sankt-Veit -1130 Wien,1130,83 m²,€ 430.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/helle-wohnung-mit-balkon-und-gruenblick-in-ober-sankt-veit-1130-wien-811301593/
ZENTRALE LAGE MIT CHARMANTEM WOHNKOMFORT,1100,,€ 249.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/zentrale-lage-mit-charmantem-wohnkomfort-771298587/
VINTAGE-LIEGENSCHAFT MIT POTENZIAL,1020,88 m²,€ 475.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/vintage-liegenschaft-mit-potenzial-771298679/
GUT ANGEBUNDEN MIT VIELEN BENEFITS!,1030,50 m²,€ 329.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/gut-angebunden-mit-vielen-benefits-771298712/
HELL & SEHR ZENTRAL,1060,48 m²,€ 248.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1060-mariahilf/hell-sehr-zentral-771298759/
TOP ZUSTAND MIT KOMPLETTAUSTATTUNG,1100,37 m²,€ 179.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/top-zustand-mit-komplettaustattung-771299000/
PREISHIT! SANIERT MIT TOP INFRASTRUKTUR NÄHE U1,1100,47 m²,€ 165.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/preishit-saniert-mit-top-infrastruktur-naehe-u1-771299025/
BASTLERHIT SUCHT HANDWERKER,1120,64 m²,€ 189.500,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1120-meidling/bastlerhit-sucht-handwerker-771298619/
TOP RENDITENCHANCE,1150,29 m²,€ 145.500,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1150-rudolfsheim-fuenfhaus/top-renditenchance-771298659/
ZENTRALER HIT MIT AUSSENFLÄCHE UND MIT PERFEKTER ANBINDUNG,1200,89 m²,€ 299.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/zentraler-hit-mit-aussenflaeche-und-mit-perfekter-anbindung-771298674/
TRAUMHAFTES PENTHOUSE MIT DREI TERRASSEN AUF VB!,1210,218 m²,,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/traumhaftes-penthouse-mit-drei-terrassen-auf-vb-771298765/
PREISHIT! CHARMANT & BESTLAGE MIT POTENZIAL,1180,62 m²,€ 299.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/preishit-charmant-bestlage-mit-potenzial-771298757/
EINZIGARTIG MIT KURZZEITVERMIETUNG UND VOLLER AUSSTATTUNG!,1050,60 m²,,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/einzigartig-mit-kurzzeitvermietung-und-voller-ausstattung-771298740/
IDEALE LAGE,1200,62 m²,€ 225.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/ideale-lage-771298999/
LUXUS UND PANORAMABLICK MIT RIESIGER TERRASSE!,1210,124 m²,,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/luxus-und-panoramablick-mit-riesiger-terrasse-771299042/
MIT FREIFLÄCHE IM 20. BEZIRK,1190,58 m²,€ 209.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/mit-freiflaeche-im-20-bezirk-771298628/
IN DER NÄHE VOM TECHNIKUM WIEN,1190,62 m²,€ 222.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/in-der-naehe-vom-technikum-wien-771298627/
BRIGITTA PASSAGE FUßLÄUFIG ERREICHBAR,1190,62 m²,€ 225.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/brigitta-passage-fusslaeufig-erreichbar-771298780/
BASTLERHIT MIT POTENZIAL IN TOP LAGE,1190,73 m²,€ 276.600,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/bastlerhit-mit-potenzial-in-top-lage-771298620/
RUHELAGE MIT GRÜNBLICK,1120,116 m²,,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1120-meidling/ruhelage-mit-gruenblick-771298606/
Für WGs und Familien Nähe Yppenmarkt,1160,69 m²,€ 249.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/fuer-wgs-und-familien-naehe-yppenmarkt-1290370342/
EINZIGARTIG MIT KURZZEITVERMIETUNG UND VOLLER AUSSTATTUNG!,1050,60 m²,,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/einzigartig-mit-kurzzeitvermietung-und-voller-ausstattung-771298740/
IDEALE LAGE,1200,62 m²,€ 225.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/ideale-lage-771298999/
LUXUS UND PANORAMABLICK MIT RIESIGER TERRASSE!,1210,124 m²,,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/luxus-und-panoramablick-mit-riesiger-terrasse-771299042/
MIT FREIFLÄCHE IM 20. BEZIRK,1190,58 m²,€ 209.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/mit-freiflaeche-im-20-bezirk-771298628/
IN DER NÄHE VOM TECHNIKUM WIEN,1190,62 m²,€ 222.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/in-der-naehe-vom-technikum-wien-771298627/
BRIGITTA PASSAGE FUßLÄUFIG ERREICHBAR,1190,62 m²,€ 225.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/brigitta-passage-fusslaeufig-erreichbar-771298780/
BASTLERHIT MIT POTENZIAL IN TOP LAGE,1190,73 m²,€ 276.600,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/bastlerhit-mit-potenzial-in-top-lage-771298620/
RUHELAGE MIT GRÜNBLICK,1120,116 m²,,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1120-meidling/ruhelage-mit-gruenblick-771298606/
Für WGs und Familien Nähe Yppenmarkt,1160,69 m²,€ 249.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/fuer-wgs-und-familien-naehe-yppenmarkt-1290370342/
Sie\Vienne - Living ...wo Sievering am schönsten ist!,1190,,,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/sie-vienne-living-wo-sievering-am-schoensten-ist-1784888107/
"Renovierungsbedürftig: In direkter Fußnähe zur U6, leerstehende 2-Zimmer-Wohnung!",1120,38 m²,€ 135.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1120-meidling/renovierungsbeduerftig-in-direkter-fussnaehe-zur-u6-leerstehende-2-zimmer-wohnung-1499004773/
LEBEN AUF HÖCHSTER EBENE,1010,303 m²,,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1010-innere-stadt/leben-auf-hoechster-ebene-1471370363/
WOHNPERLE IM HERZEN WIENS,1160,54 m²,€ 268.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/wohnperle-im-herzen-wiens-1266270498/
Großzügige Wohnung in Meidling,1120,117 m²,€ 298.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1120-meidling/grosszuegige-wohnung-in-meidling-1548606742/
Moderner Wohntraum mit Garten und Terrasse - Erstklassige Lage im Grünen,1190,73 m²,€ 696.350,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/moderner-wohntraum-mit-garten-und-terrasse-erstklassige-lage-im-gruenen-1230421062/
GARTENBLICK | GRÜNOASE MIT 35 MODERNEN ERSTBEZÜGEN + TIEFGARAGE IN 1140 WIEN,1140,42 m²,€ 289.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/gartenblick-gruenoase-mit-35-modernen-erstbezuegen-tiefgarage-in-1140-wien-968821052/
"Ruhepol mit Aussicht, unmittelbar bei Otto Bauer Gasse, Mariahilfer Straße, Apollokino, Naschmarkt.",1060,67 m²,€ 459.900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1060-mariahilf/ruhepol-mit-aussicht-unmittelbar-bei-otto-bauer-gasse-mariahilfer-strasse-apollokino-naschmarkt-2133947132/
Dieser Altbau ist die pure Perfektion! Kompakt - Praktisch - Clever - Gut! Jetzt besichtigen!,1080,31 m²,€ 380.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1080-josefstadt/dieser-altbau-ist-die-pure-perfektion-kompakt-praktisch-clever-gut-jetzt-besichtigen-1271467793/
Geräumige 2 Zimmer Wohnung im 10. Wiener Gemeindebezirk,1100,66 m²,€ 257.400,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/geraeumige-2-zimmer-wohnung-im-10-wiener-gemeindebezirk-1418808044/
3-Zimmer-Wohnung im gepflegten Altbau mit viel Potenzial,1100,88 m²,€ 328.125,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/3-zimmer-wohnung-im-gepflegten-altbau-mit-viel-potenzial-1741546975/
Altbauwohnung mit viel Potenzial im 10. Wiener Gemeindebezirk,1100,84 m²,€ 319.200,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/altbauwohnung-mit-viel-potenzial-im-10-wiener-gemeindebezirk-1293868445/
